record_id,timestamp,shipment_id,candidate_route_id,origin,destination,cargo_type,cargo_weight_kg,cost_sar,total_transit_time_hours,capacity_available_kg,reliability_score,num_connections,priority,airline,distance_km,weather_risk_score,season,load_factor,shc_code,optimization_score
RTE_009195,2025-06-27 13:15:00,SHP_002044,CR_02,RUH,JED,Heavy,7916.25,39574.75,2.17,13864.03,0.87,0,Standard,Cathay Cargo,850,0.39,Summer,0.64,ELM,0.977
RTE_012528,2025-11-20 01:34:00,SHP_002770,CR_05,HKG,JED,Pharmaceutical,1115.45,41165.56,17.31,13625.53,0.83,1,Express,Saudia Cargo,7800,0.24,Monsoon,0.56,ICE,0.697
RTE_008704,2025-04-12 15:43:00,SHP_001933,CR_04,FRA,JED,Heavy,9964.38,52588.13,9.33,10775.86,0.81,1,Standard,Qatar Airways Cargo,4200,0.27,Spring,0.59,ELM,0.683
RTE_006390,2025-12-07 16:12:00,SHP_001422,CR_04,FRA,JED,Valuable,414.62,14375.28,10.46,514.62,0.85,1,Standard,Korean Air Cargo,4200,0.21,Winter,0.74,VAL,0.604
RTE_017118,2025-12-02 02:43:00,SHP_003791,CR_03,LAX,JED,Perishable,2698.12,54574.37,20.35,8790.74,0.89,0,Express,Saudia Cargo,13400,0.19,Winter,0.78,PER,0.795
RTE_006539,2025-03-22 22:37:00,SHP_001453,CR_05,ATL,JED,Heavy,4120.81,30771.96,22.25,13339.2,0.72,2,Economy,Turkish Cargo,11100,0.25,Spring,0.93,ELM,0.532
RTE_013692,2025-11-15 17:28:00,SHP_003029,CR_03,BOM,JED,Heavy,8663.6,42151.6,10.19,12239.48,0.84,1,Economy,Singapore Airlines Cargo,3650,0.23,Monsoon,0.83,ELM,0.525
RTE_005387,2025-09-15 05:10:00,SHP_001197,CR_01,DOH,JED,Perishable,438.94,6353.01,12.52,5057.37,0.71,2,Standard,Korean Air Cargo,1320,0.3,Monsoon,0.84,FRO,0.584
RTE_012605,2025-12-17 18:38:00,SHP_002787,CR_01,ICN,JED,Heavy,6482.22,53088.36,16.4,14189.02,0.81,1,Economy,Cathay Cargo,8500,0.14,Winter,0.7,ELI,0.661
RTE_017821,2025-04-14 02:41:00,SHP_003946,CR_05,MIA,JED,Valuable,1335.18,48164.84,22.08,8668.51,0.78,1,Standard,Turkish Cargo,11400,0.29,Spring,0.57,VAL,0.628
RTE_016958,2025-08-05 20:50:00,SHP_003756,CR_01,IST,JED,Heavy,5210.26,30854.39,6.57,10459.68,0.74,1,Express,Turkish Cargo,2400,0.48,Summer,0.72,ELM,0.632
RTE_005576,2026-02-20 15:04:00,SHP_001240,CR_05,ATL,JED,Dangerous,2150.28,45433.17,16.23,4085.27,0.91,0,Standard,Cathay Cargo,11100,0.19,Winter,0.71,DGR,0.874
RTE_004561,2025-03-29 08:25:00,SHP_001009,CR_03,JNB,JED,Pharmaceutical,1666.97,30518.03,14.41,10030.49,0.8,1,Express,Etihad Cargo,6400,0.2,Spring,0.7,PER,0.568
RTE_018733,2025-11-06 07:57:00,SHP_004154,CR_02,ATL,JED,Perishable,1891.4,37510.11,16.12,7797.93,0.89,0,Standard,Qatar Airways Cargo,11100,0.21,Monsoon,0.84,PER,0.923
RTE_019428,2026-01-26 08:36:00,SHP_004313,CR_03,NBO,JED,Pharmaceutical,1834.79,15069.52,3.59,5928.86,0.89,0,Economy,Saudia Cargo,2400,0.17,Winter,0.98,PER,0.929
RTE_015095,2025-08-06 20:24:00,SHP_003341,CR_01,CAI,JED,Dangerous,2602.13,19056.26,6.14,14338.65,0.75,1,Express,Saudia Cargo,1220,0.48,Summer,0.7,DGR,0.674
RTE_020565,2026-02-02 04:54:00,SHP_004573,CR_03,JFK,JED,Heavy,6332.59,39695.73,20.39,16872.44,0.74,2,Economy,Etihad Cargo,10200,0.19,Winter,0.69,ELI,0.599
RTE_019076,2026-01-07 01:18:00,SHP_004233,CR_02,ADD,JED,General,2226.51,12026.44,8.01,4523.67,0.82,1,Express,Qatar Airways Cargo,1650,0.18,Winter,0.78,GEN,0.606
RTE_013228,2025-06-27 05:53:00,SHP_002927,CR_01,IST,JED,Dangerous,4547.95,28260.16,4.45,12769.85,0.88,0,Standard,Saudia Cargo,2400,0.33,Summer,0.62,DGR,0.981
RTE_013327,2025-08-31 05:57:00,SHP_002947,CR_04,MAD,JED,Heavy,10756.93,49441.73,10.32,20025.57,0.77,1,Standard,Turkish Cargo,5180,0.43,Summer,0.64,ELI,0.901
RTE_015549,2025-11-08 09:54:00,SHP_003439,CR_03,DXB,JED,Heavy,11987.63,53516.51,7.41,18624.72,0.82,1,Economy,Emirates SkyCargo,1700,0.23,Monsoon,0.79,ELM,0.872
RTE_018168,2025-06-17 08:42:00,SHP_004026,CR_02,FRA,JED,Heavy,6446.0,57284.38,6.01,17952.66,0.87,0,Express,Cathay Cargo,4200,0.34,Summer,0.82,ELI,0.939
RTE_007753,2025-12-04 04:44:00,SHP_001724,CR_06,CAI,JED,Dangerous,4610.7,24915.26,12.03,12952.23,0.77,2,Standard,Korean Air Cargo,1220,0.14,Winter,0.83,CAO,0.581
RTE_005279,2025-07-26 03:58:00,SHP_001172,CR_04,KWI,JED,Valuable,1077.35,6138.67,7.07,6972.55,0.75,1,Economy,Turkish Cargo,1250,0.35,Summer,0.58,VAL,0.833
RTE_012204,2025-06-10 00:00:00,SHP_002699,CR_05,DOH,JED,Valuable,796.02,5816.24,13.37,8473.88,0.7,2,Economy,Etihad Cargo,1320,0.35,Summer,0.58,VAL,0.632
RTE_014410,2025-09-04 08:43:00,SHP_003192,CR_01,DEL,JED,General,1236.7,10160.57,9.31,7642.06,0.79,1,Economy,Turkish Cargo,3900,0.32,Monsoon,0.62,GEN,0.921
RTE_008587,2025-05-22 23:49:00,SHP_001912,CR_01,DOH,JED,Valuable,662.68,7934.78,6.14,11701.31,0.79,1,Express,Cargolux,1320,0.41,Summer,0.82,VAL,0.705
RTE_005134,2025-05-18 09:50:00,SHP_001138,CR_03,DXB,JED,Pharmaceutical,324.21,8061.25,3.58,599.89,0.82,0,Standard,Etihad Cargo,1700,0.4,Summer,0.79,PER,0.816
RTE_013678,2025-12-02 23:02:00,SHP_003026,CR_03,HKG,JED,Heavy,7789.97,68427.31,14.52,17870.62,0.82,1,Express,Lufthansa Cargo,7800,0.14,Winter,0.84,ELI,0.593
RTE_003109,2025-11-04 07:37:00,SHP_000684,CR_02,KWI,JED,General,2441.4,12646.16,7.46,3680.25,0.83,1,Express,Qatar Airways Cargo,1250,0.23,Monsoon,0.86,GEN,0.763
RTE_007792,2025-11-07 09:37:00,SHP_001733,CR_03,HKG,JED,Perishable,2468.58,33551.17,10.53,12549.78,0.89,0,Standard,Korean Air Cargo,7800,0.23,Monsoon,0.88,ICE,0.811
RTE_020752,2025-10-25 12:31:00,SHP_004614,CR_02,DXB,JED,Perishable,758.94,10109.44,9.09,7402.87,0.8,1,Express,Cargolux,1700,0.26,Monsoon,0.66,ICE,0.595
RTE_000864,2025-06-01 02:31:00,SHP_000191,CR_06,BRU,JED,Valuable,408.66,11263.08,9.15,7424.03,0.79,1,Economy,Singapore Airlines Cargo,4520,0.36,Summer,0.65,VAL,0.697
RTE_003255,2025-05-06 15:20:00,SHP_000717,CR_01,HKG,JED,Valuable,211.3,25655.68,17.02,3073.7,0.75,1,Standard,Korean Air Cargo,7800,0.43,Summer,0.69,VAL,0.665
RTE_020529,2025-05-11 15:27:00,SHP_004564,CR_04,BRU,JED,Pharmaceutical,1765.33,23428.92,6.49,8837.47,0.83,0,Standard,Cathay Cargo,4520,0.42,Summer,0.74,PER,0.906
RTE_000872,2025-06-23 23:08:00,SHP_000194,CR_01,IST,JED,Dangerous,3019.59,28411.63,3.18,11246.96,0.86,0,Express,Saudia Cargo,2400,0.35,Summer,0.98,DGR,0.947
RTE_010480,2026-01-20 17:53:00,SHP_002320,CR_03,HKG,JED,Heavy,6927.74,35488.63,22.07,9686.06,0.73,2,Economy,Cathay Cargo,7800,0.17,Winter,0.57,ELM,0.338
RTE_001509,2026-01-25 00:18:00,SHP_000333,CR_04,KWI,JED,Dangerous,4472.47,32009.5,7.34,11302.27,0.79,1,Standard,Cathay Cargo,1250,0.19,Winter,0.74,CAO,0.648
RTE_002873,2026-02-09 02:09:00,SHP_000632,CR_03,HKG,JED,Heavy,6383.51,35246.83,15.51,6483.51,0.83,1,Standard,Singapore Airlines Cargo,7800,0.22,Winter,0.69,ELM,0.56
RTE_004914,2025-06-26 18:20:00,SHP_001089,CR_01,CDG,JED,Heavy,6246.04,41358.7,13.27,12095.36,0.81,1,Standard,Saudia Cargo,4470,0.35,Summer,0.7,ELM,0.848
RTE_014049,2025-06-24 10:53:00,SHP_003109,CR_05,CDG,JED,Dangerous,2320.0,34102.49,11.03,10010.61,0.8,1,Express,Turkish Cargo,4470,0.34,Summer,0.84,DGR,0.584
RTE_009675,2025-10-24 01:39:00,SHP_002145,CR_02,JNB,JED,Pharmaceutical,2206.34,29894.92,13.26,2306.34,0.8,1,Standard,Emirates SkyCargo,6400,0.27,Monsoon,0.72,PER,0.653
RTE_012746,2025-06-09 15:00:00,SHP_002819,CR_04,BRU,JED,Perishable,2650.52,23919.92,11.52,12783.0,0.7,2,Standard,Emirates SkyCargo,4520,0.4,Summer,0.79,ICE,0.544
RTE_018369,2025-09-18 07:08:00,SHP_004071,CR_01,PVG,JED,Pharmaceutical,474.57,33421.05,13.13,5319.68,0.86,0,Express,Lufthansa Cargo,8750,0.34,Monsoon,0.58,ICE,0.924
RTE_006012,2025-10-01 08:36:00,SHP_001341,CR_01,AMS,JED,Heavy,6689.49,39676.56,12.48,7522.2,0.83,1,Economy,Saudia Cargo,4620,0.23,Monsoon,0.63,ELI,0.687
RTE_020844,2025-07-17 21:31:00,SHP_004633,CR_02,PVG,JED,General,1388.21,17984.33,12.44,10227.18,0.87,0,Economy,Turkish Cargo,8750,0.36,Summer,0.78,GEN,0.926
RTE_004125,2025-09-22 05:07:00,SHP_000912,CR_02,ICN,JED,Valuable,1217.56,42056.08,17.46,11704.01,0.78,1,Express,Emirates SkyCargo,8500,0.27,Monsoon,0.79,VAL,0.812
RTE_003439,2025-11-05 02:30:00,SHP_000757,CR_04,AMS,JED,Dangerous,3148.22,29508.33,13.11,11350.16,0.81,1,Express,Singapore Airlines Cargo,4620,0.21,Monsoon,0.53,DGR,0.558
RTE_017687,2025-05-19 19:44:00,SHP_003916,CR_01,HKG,JED,Heavy,11454.86,47897.47,18.28,20540.98,0.77,1,Standard,Singapore Airlines Cargo,7800,0.45,Summer,0.59,ELM,0.713
RTE_009007,2025-03-18 14:13:00,SHP_002002,CR_01,LHR,JED,Heavy,7631.65,53474.54,12.2,15205.53,0.84,1,Standard,Etihad Cargo,4740,0.21,Spring,0.63,ELM,0.793
RTE_002467,2025-07-03 21:41:00,SHP_000544,CR_02,KWI,JED,Heavy,7005.47,35651.91,2.05,14673.84,0.84,0,Economy,Singapore Airlines Cargo,1250,0.43,Summer,0.78,ELI,0.951
RTE_004217,2025-10-03 21:46:00,SHP_000933,CR_05,CDG,JED,General,3202.24,20893.86,12.41,6993.87,0.83,1,Standard,Saudia Cargo,4470,0.26,Monsoon,0.7,GEN,0.687
RTE_007984,2025-03-24 19:43:00,SHP_001777,CR_02,DXB,JED,Dangerous,4191.92,17893.0,3.43,7570.31,0.87,0,Standard,Korean Air Cargo,1700,0.23,Spring,0.79,CAO,0.893
RTE_018805,2025-11-17 18:08:00,SHP_004171,CR_02,ORD,JED,Heavy,5561.75,58270.86,17.15,10391.38,0.92,0,Express,Turkish Cargo,10650,0.19,Monsoon,0.61,ELM,0.936
RTE_007104,2026-02-08 02:27:00,SHP_001578,CR_03,BRU,JED,Heavy,8299.08,44642.13,11.35,18024.36,0.82,1,Standard,Etihad Cargo,4520,0.22,Winter,0.52,ELI,0.748
RTE_005376,2025-12-08 08:36:00,SHP_001194,CR_05,KWI,JED,Perishable,2367.54,11515.79,2.41,11942.74,0.9,0,Express,Etihad Cargo,1250,0.16,Winter,0.84,ICE,0.934
RTE_017297,2025-03-08 01:47:00,SHP_003831,CR_04,BRU,JED,Dangerous,4196.18,21424.05,18.53,5262.52,0.71,2,Standard,Singapore Airlines Cargo,4520,0.26,Spring,0.83,CAO,0.34
RTE_005614,2025-06-23 18:16:00,SHP_001249,CR_02,ICN,JED,Pharmaceutical,429.79,30682.42,13.0,11014.08,0.84,0,Standard,Cargolux,8500,0.32,Summer,0.85,PER,0.92
RTE_002735,2025-05-22 11:21:00,SHP_000602,CR_06,JNB,JED,Pharmaceutical,2353.45,35565.92,8.54,10310.18,0.84,0,Express,Turkish Cargo,6400,0.45,Summer,0.75,PER,0.982
RTE_015608,2025-03-19 04:27:00,SHP_003452,CR_01,ADD,JED,Pharmaceutical,827.17,8144.64,5.58,10279.4,0.81,1,Standard,Saudia Cargo,1650,0.26,Spring,0.61,PER,0.705
RTE_000675,2025-09-27 19:43:00,SHP_000149,CR_01,LAX,JED,Pharmaceutical,1491.67,57253.28,22.28,8504.25,0.76,1,Express,Turkish Cargo,13400,0.29,Monsoon,0.43,PER,0.83
RTE_001712,2025-07-18 18:57:00,SHP_000377,CR_03,IST,JED,Perishable,2994.41,21125.89,7.09,11089.44,0.78,1,Standard,Emirates SkyCargo,2400,0.37,Summer,0.65,ICE,0.923
RTE_015867,2025-09-30 11:34:00,SHP_003508,CR_05,HKG,JED,Dangerous,3604.1,38138.57,14.41,12558.57,0.79,1,Standard,Etihad Cargo,7800,0.29,Monsoon,0.61,CAO,0.709
RTE_011027,2025-09-27 06:08:00,SHP_002440,CR_04,JFK,JED,Perishable,758.75,31025.92,21.13,8482.42,0.81,1,Standard,Qatar Airways Cargo,10200,0.32,Monsoon,0.79,PER,0.686
RTE_018730,2025-08-19 18:31:00,SHP_004153,CR_02,CDG,JED,Perishable,2512.31,26478.23,9.01,10234.84,0.73,1,Express,Lufthansa Cargo,4470,0.49,Summer,0.6,PER,0.89
RTE_020217,2025-06-27 13:47:00,SHP_004494,CR_02,ICN,JED,Dangerous,3573.18,45019.71,11.58,3726.47,0.84,0,Standard,Lufthansa Cargo,8500,0.32,Summer,0.58,CAO,0.725
RTE_004790,2025-05-11 14:02:00,SHP_001061,CR_02,CAI,JED,General,1446.12,7181.04,2.22,5274.48,0.82,0,Express,Cathay Cargo,1220,0.41,Summer,0.59,GEN,0.787
RTE_019010,2026-01-03 19:26:00,SHP_004218,CR_01,BRU,JED,Dangerous,1286.08,12037.29,12.17,3351.93,0.8,1,Economy,Korean Air Cargo,4520,0.22,Winter,0.91,CAO,0.97
RTE_012562,2025-11-07 13:27:00,SHP_002777,CR_01,MAD,JED,Heavy,5358.17,48086.65,6.59,7366.22,0.87,0,Express,Singapore Airlines Cargo,5180,0.24,Monsoon,0.65,ELI,0.702
RTE_002900,2025-11-11 06:34:00,SHP_000639,CR_02,BRU,JED,Dangerous,1557.98,14404.73,12.36,11183.22,0.79,1,Economy,Korean Air Cargo,4520,0.21,Monsoon,0.7,DGR,0.739
RTE_006936,2025-09-08 09:21:00,SHP_001543,CR_03,DOH,JED,Pharmaceutical,2183.34,17441.76,9.06,7891.77,0.82,1,Express,Korean Air Cargo,1320,0.28,Monsoon,0.75,PER,0.599
RTE_004036,2026-02-04 14:11:00,SHP_000892,CR_03,SIN,JED,Heavy,5822.65,39201.73,15.31,11737.62,0.83,1,Standard,Lufthansa Cargo,7100,0.18,Winter,0.71,ELM,0.67
RTE_006675,2025-12-28 08:45:00,SHP_001481,CR_04,DXB,JED,Pharmaceutical,662.5,7621.13,2.56,1026.23,0.89,0,Standard,Emirates SkyCargo,1700,0.15,Winter,0.75,PER,0.81
RTE_020546,2025-05-15 06:58:00,SHP_004568,CR_04,MIA,JED,General,3907.6,41352.1,21.42,7480.35,0.78,1,Express,Singapore Airlines Cargo,11400,0.39,Summer,0.54,GEN,0.512
RTE_004991,2025-05-06 02:27:00,SHP_001106,CR_06,AUH,JED,Heavy,10745.87,47244.11,3.49,19097.28,0.82,0,Economy,Saudia Cargo,1650,0.45,Summer,0.73,ELI,0.984
RTE_013208,2025-03-01 03:45:00,SHP_002923,CR_01,HKG,JED,Perishable,2227.59,28691.95,17.15,10142.96,0.79,1,Standard,Emirates SkyCargo,7800,0.28,Spring,0.6,PER,0.67
RTE_011418,2026-02-10 17:34:00,SHP_002526,CR_03,MIA,JED,Perishable,695.18,18946.78,21.28,3871.86,0.71,2,Economy,Lufthansa Cargo,11400,0.24,Winter,0.77,FRO,0.505
RTE_004258,2025-04-13 14:28:00,SHP_000942,CR_03,ORD,JED,Heavy,9278.1,47771.31,21.44,17866.33,0.79,1,Standard,Saudia Cargo,10650,0.26,Spring,0.76,ELI,0.69
RTE_008319,2025-03-05 08:01:00,SHP_001852,CR_05,ADD,JED,Perishable,1357.92,10870.7,5.35,11225.84,0.83,1,Standard,Cathay Cargo,1650,0.2,Spring,0.83,FRO,0.743
RTE_005474,2025-04-07 19:36:00,SHP_001217,CR_06,ADD,JED,General,2825.17,10390.3,8.25,5609.24,0.8,1,Express,Emirates SkyCargo,1650,0.31,Spring,0.87,GEN,0.7
RTE_018596,2025-08-03 23:33:00,SHP_004122,CR_03,DOH,JED,General,1182.24,8371.35,2.2,11366.78,0.86,0,Standard,Cargolux,1320,0.42,Summer,0.77,GEN,0.927
RTE_016470,2026-02-02 20:34:00,SHP_003648,CR_03,AUH,JED,Heavy,6299.47,24934.62,3.17,6748.01,0.88,0,Standard,Turkish Cargo,1650,0.22,Winter,0.59,ELI,0.832
RTE_011634,2026-01-08 16:06:00,SHP_002574,CR_02,NBO,JED,Heavy,11041.02,34703.43,6.26,21289.39,0.82,1,Economy,Saudia Cargo,2400,0.2,Winter,0.98,ELI,0.956
RTE_001255,2025-09-15 15:30:00,SHP_000278,CR_04,ATL,JED,Pharmaceutical,1977.08,35459.5,17.38,3134.98,0.82,1,Standard,Qatar Airways Cargo,11100,0.33,Monsoon,0.66,PER,0.732
RTE_015848,2025-11-15 02:34:00,SHP_003505,CR_01,BOM,JED,General,3254.06,16395.17,12.26,8487.34,0.8,1,Economy,Cathay Cargo,3650,0.19,Monsoon,0.71,GEN,0.757
RTE_019859,2025-03-19 10:30:00,SHP_004414,CR_03,DEL,JED,General,2410.95,21259.32,9.45,8358.87,0.82,1,Express,Lufthansa Cargo,3900,0.23,Spring,0.64,GEN,0.744
RTE_012785,2025-09-28 09:50:00,SHP_002828,CR_03,DEL,JED,Pharmaceutical,1003.61,22203.48,6.04,6271.75,0.88,0,Express,Lufthansa Cargo,3900,0.31,Monsoon,0.67,PER,0.921
RTE_016361,2025-08-25 15:02:00,SHP_003623,CR_03,CAI,JED,Perishable,1780.27,9166.8,10.0,4991.06,0.67,2,Economy,Turkish Cargo,1220,0.49,Summer,0.73,PER,0.527
RTE_010445,2026-01-18 23:18:00,SHP_002314,CR_01,BRU,JED,Dangerous,1719.53,28200.85,10.03,14529.23,0.84,1,Express,Korean Air Cargo,4520,0.19,Winter,0.78,DGR,0.756
RTE_002123,2026-02-01 05:01:00,SHP_000467,CR_03,MIA,JED,Dangerous,1560.52,62908.04,17.48,8928.41,0.83,1,Express,Cathay Cargo,11400,0.24,Winter,0.7,CAO,0.775
RTE_002674,2025-10-19 00:10:00,SHP_000590,CR_06,LAX,JED,Perishable,2957.02,29338.32,27.39,12513.53,0.71,2,Economy,Etihad Cargo,13400,0.29,Monsoon,0.85,PER,0.458
RTE_014391,2025-07-01 06:24:00,SHP_003187,CR_01,AMS,JED,Pharmaceutical,1058.41,21478.58,8.15,10040.74,0.86,0,Express,Saudia Cargo,4620,0.39,Summer,0.65,ICE,0.974
RTE_015913,2025-08-06 01:44:00,SHP_003519,CR_01,ICN,JED,Valuable,1304.62,26267.32,17.29,7770.42,0.7,2,Economy,Qatar Airways Cargo,8500,0.46,Summer,0.71,VAL,0.706
RTE_011776,2025-06-13 09:45:00,SHP_002604,CR_06,MIA,JED,Pharmaceutical,1004.83,26967.09,24.32,5345.12,0.73,2,Economy,Turkish Cargo,11400,0.35,Summer,0.69,PER,0.598
RTE_012165,2025-05-29 11:10:00,SHP_002692,CR_01,ORD,JED,Pharmaceutical,2161.54,63136.68,15.25,11743.72,0.82,0,Express,Cathay Cargo,10650,0.46,Summer,0.8,ICE,0.743
RTE_006119,2026-02-04 21:22:00,SHP_001365,CR_01,DXB,JED,Dangerous,1009.57,10821.22,3.38,1998.84,0.89,0,Standard,Cargolux,1700,0.2,Winter,0.86,DGR,0.933
RTE_003954,2025-12-30 01:35:00,SHP_000875,CR_03,BOM,JED,Dangerous,4131.81,20803.8,9.35,4231.81,0.82,1,Economy,Saudia Cargo,3650,0.18,Winter,0.76,DGR,0.476
RTE_001517,2025-12-13 22:02:00,SHP_000335,CR_01,DOH,JED,Valuable,367.36,8775.78,8.24,6629.31,0.8,1,Express,Etihad Cargo,1320,0.18,Winter,0.64,VAL,0.623
RTE_017255,2025-11-05 13:52:00,SHP_003822,CR_01,NBO,JED,Pharmaceutical,943.32,10560.48,7.39,6362.01,0.81,1,Economy,Cathay Cargo,2400,0.2,Monsoon,0.77,ICE,0.747
RTE_003612,2025-06-07 05:57:00,SHP_000796,CR_02,JFK,JED,General,781.93,19067.44,13.53,8569.25,0.83,0,Economy,Lufthansa Cargo,10200,0.34,Summer,0.73,GEN,0.975
RTE_007590,2026-01-23 20:23:00,SHP_001689,CR_02,BOM,JED,Heavy,3166.69,14157.71,14.06,8298.25,0.74,2,Economy,Korean Air Cargo,3650,0.2,Winter,0.93,ELM,0.697
RTE_000792,2026-01-21 09:05:00,SHP_000177,CR_04,CDG,JED,General,3832.72,26757.63,12.5,11863.92,0.82,1,Express,Cargolux,4470,0.17,Winter,0.61,GEN,0.708
RTE_018561,2025-06-12 22:39:00,SHP_004114,CR_03,HKG,JED,Heavy,3961.48,37633.21,15.0,11924.45,0.8,1,Standard,Etihad Cargo,7800,0.33,Summer,0.68,ELM,0.756
RTE_001866,2025-10-08 06:39:00,SHP_000411,CR_02,MIA,JED,Heavy,8757.19,51451.28,20.08,15384.61,0.83,1,Economy,Singapore Airlines Cargo,11400,0.27,Monsoon,0.94,ELM,0.675
RTE_007067,2026-01-20 12:51:00,SHP_001570,CR_04,BRU,JED,Heavy,8328.59,49833.24,9.32,20802.78,0.8,1,Express,Emirates SkyCargo,4520,0.24,Winter,0.64,ELI,0.64
RTE_006065,2025-09-10 16:54:00,SHP_001353,CR_03,JFK,JED,Heavy,8960.83,69564.97,16.0,17336.28,0.89,0,Standard,Lufthansa Cargo,10200,0.28,Monsoon,0.77,ELI,0.904
RTE_000338,2025-08-06 17:24:00,SHP_000076,CR_04,JFK,JED,Pharmaceutical,819.9,28189.66,16.02,6555.9,0.86,0,Economy,Lufthansa Cargo,10200,0.48,Summer,0.98,PER,0.969
RTE_015467,2025-03-29 12:58:00,SHP_003421,CR_02,PVG,JED,Perishable,948.04,17500.78,19.3,11552.57,0.73,2,Economy,Singapore Airlines Cargo,8750,0.2,Spring,0.88,FRO,0.551
RTE_012066,2025-05-07 23:07:00,SHP_002669,CR_02,AMS,JED,Perishable,2110.42,18412.93,14.18,12567.31,0.67,2,Standard,Korean Air Cargo,4620,0.39,Summer,0.68,PER,0.576
RTE_002345,2025-07-25 12:26:00,SHP_000518,CR_03,BOM,JED,Dangerous,1631.8,22257.67,10.51,6117.52,0.78,1,Express,Cargolux,3650,0.38,Summer,0.68,CAO,0.928
RTE_004005,2025-10-05 14:54:00,SHP_000884,CR_06,MIA,JED,Heavy,5625.03,71721.64,19.53,13745.64,0.81,1,Express,Cathay Cargo,11400,0.29,Monsoon,0.67,ELM,0.586
RTE_017734,2025-10-28 13:33:00,SHP_003927,CR_01,FRA,JED,Pharmaceutical,2119.33,18007.27,11.54,10208.03,0.79,1,Economy,Cargolux,4200,0.3,Monsoon,0.84,ICE,0.693
RTE_011712,2025-10-18 10:20:00,SHP_002591,CR_05,KWI,JED,Perishable,2027.59,11899.35,2.1,7368.38,0.87,0,Economy,Singapore Airlines Cargo,1250,0.29,Monsoon,0.58,PER,0.868
RTE_020935,2025-07-09 15:39:00,SHP_004652,CR_03,NBO,JED,Valuable,906.07,16952.43,8.06,12240.35,0.74,1,Express,Cargolux,2400,0.42,Summer,0.78,VAL,0.557
RTE_019844,2025-12-02 12:14:00,SHP_004411,CR_02,PVG,JED,Valuable,1067.39,36294.08,16.39,2993.07,0.83,1,Standard,Cargolux,8750,0.17,Winter,0.74,VAL,0.746
RTE_005707,2025-11-30 12:18:00,SHP_001271,CR_04,BOM,JED,Pharmaceutical,1687.25,19104.99,11.07,3738.05,0.81,1,Economy,Korean Air Cargo,3650,0.18,Monsoon,0.77,ICE,0.833
RTE_009894,2025-12-21 21:41:00,SHP_002194,CR_02,CAI,JED,Valuable,573.82,7158.27,8.12,6441.48,0.84,1,Express,Korean Air Cargo,1220,0.17,Winter,0.68,VAL,0.899
RTE_009043,2025-08-22 14:04:00,SHP_002010,CR_01,ORD,JED,Perishable,2712.98,42638.0,13.59,10782.63,0.85,0,Standard,Cargolux,10650,0.45,Summer,0.57,ICE,0.937
RTE_007772,2025-11-12 14:05:00,SHP_001728,CR_05,AUH,JED,Valuable,406.07,7952.27,2.52,632.84,0.9,0,Standard,Emirates SkyCargo,1650,0.18,Monsoon,0.69,VAL,0.769
RTE_007018,2025-05-22 07:36:00,SHP_001560,CR_06,ATL,JED,Valuable,1343.16,41245.05,16.16,6641.38,0.83,0,Standard,Cargolux,11100,0.43,Summer,0.82,VAL,0.917
RTE_011599,2025-06-14 10:26:00,SHP_002567,CR_05,PVG,JED,General,510.4,22877.19,12.13,8249.53,0.88,0,Standard,Etihad Cargo,8750,0.38,Summer,0.75,GEN,0.806
RTE_008295,2025-12-19 07:39:00,SHP_001847,CR_03,JFK,JED,Heavy,5479.25,62034.92,14.33,13187.89,0.92,0,Express,Etihad Cargo,10200,0.22,Winter,0.88,ELI,0.87
RTE_017617,2025-05-14 17:50:00,SHP_003900,CR_04,AUH,JED,Heavy,7258.95,49054.24,3.07,16966.58,0.87,0,Express,Turkish Cargo,1650,0.46,Summer,0.8,ELM,0.989
RTE_015175,2025-10-29 04:56:00,SHP_003358,CR_03,JNB,JED,Pharmaceutical,1736.77,23957.95,14.57,1836.77,0.81,1,Standard,Turkish Cargo,6400,0.28,Monsoon,0.57,PER,0.575
RTE_015006,2025-04-29 08:28:00,SHP_003321,CR_01,JNB,JED,Valuable,1167.49,36478.21,14.23,11567.35,0.8,1,Express,Saudia Cargo,6400,0.32,Spring,0.74,VAL,0.637
RTE_007262,2026-02-23 03:30:00,SHP_001614,CR_03,NRT,JED,Dangerous,1852.74,59898.17,15.33,10820.86,0.88,0,Express,Singapore Airlines Cargo,9500,0.21,Winter,0.64,CAO,0.904
RTE_020558,2025-12-13 18:41:00,SHP_004571,CR_03,HKG,JED,Heavy,10414.74,56347.38,21.07,20223.36,0.76,2,Standard,Lufthansa Cargo,7800,0.19,Winter,0.78,ELM,0.531
RTE_000249,2026-01-20 14:58:00,SHP_000056,CR_01,JFK,JED,Perishable,1359.77,33333.46,16.3,1680.77,0.83,1,Standard,Cargolux,10200,0.21,Winter,0.82,PER,0.608
RTE_018906,2025-11-16 10:28:00,SHP_004193,CR_02,NRT,JED,General,627.06,15851.78,18.49,3466.86,0.79,1,Economy,Turkish Cargo,9500,0.23,Monsoon,0.71,GEN,0.87
RTE_001842,2025-09-22 18:02:00,SHP_000406,CR_01,NBO,JED,Heavy,11922.6,59749.36,8.01,20698.72,0.77,1,Standard,Saudia Cargo,2400,0.29,Monsoon,0.5,ELM,0.928
